speed_kmh,angle_deg,distance_m
78.89,-8.16,3.57
106.52,26.70,45.12
52.48,60.38,12.18
186.60,12.46,98.35
88.08,39.63,40.70
153.09,34.33,100.45
122.22,-60.35,0.00
117.84,-34.20,0.00
90.33,10.60,21.08
82.74,37.42,30.25
193.53,21.84,120.72
202.07,36.79,143.65
114.54,41.26,61.29
191.59,-6.39,5.76
27.27,13.25,3.28
69.66,65.93,11.69
65.76,68.38,15.59
169.40,24.42,106.75
79.96,10.58,16.96
96.45,45.06,44.00
148.90,-55.67,0.00
66.95,29.07,27.48
95.49,28.07,51.84
61.42,30.77,21.80
128.22,28.69,68.02
72.03,50.46,23.20
83.87,-70.10,0.17
113.93,81.36,16.30
147.44,-9.79,0.90
119.07,-18.03,1.68
120.81,8.71,29.28
100.90,-17.98,1.25
205.75,14.50,117.10
92.57,62.07,25.26
72.97,-6.64,3.95
82.03,-21.39,0.50
85.71,-71.53,0.15
45.07,-37.31,0.48
183.90,-56.57,0.00
84.77,-32.72,0.00
135.22,-45.65,0.00
125.39,41.12,70.30
96.36,-25.67,0.83
228.92,31.28,175.86
90.63,39.47,37.94
113.54,5.28,19.89
213.66,-49.59,0.00
132.12,-38.56,0.15
81.52,-60.89,0.00
92.67,37.50,43.02
126.81,44.33,67.45
178.00,-15.46,2.40
146.45,-17.85,0.33
91.79,37.12,42.23
234.99,-23.63,1.22
167.33,33.98,111.06
65.53,-19.37,1.94
145.69,48.84,78.05
176.37,19.65,97.81
151.76,16.39,74.76
90.21,5.83,14.54
49.38,-45.41,0.52
129.45,45.34,67.47
74.97,48.16,26.15
46.03,-72.69,0.19
91.83,22.32,34.51
56.68,8.18,7.96
166.78,51.69,88.50
77.06,19.65,22.97
97.29,-19.02,1.33
80.34,36.30,32.86
99.29,-10.68,2.50
120.50,-45.67,0.35
42.16,-22.44,1.58
69.06,38.44,26.07
77.16,6.68,14.05
51.27,12.67,8.23
224.08,-6.84,4.91
78.18,6.94,12.68
102.69,-12.22,1.73
49.59,43.86,13.31
157.15,-30.97,0.00
66.20,-43.32,0.21
170.21,6.12,42.26
186.81,17.78,123.07
148.08,22.98,85.30
125.74,11.95,45.33
68.34,-56.54,0.57
78.68,-14.44,1.17
45.86,11.11,6.66
84.53,-84.15,0.00
95.77,-66.20,0.00
51.50,8.32,7.22
80.70,-66.67,0.00
84.26,63.23,19.92
97.84,-30.49,0.29
144.60,29.62,85.29
46.09,-32.79,0.00
63.71,31.48,19.75
84.43,39.96,35.98
112.91,-51.71,0.00
151.12,-11.24,2.91
72.52,35.36,27.51
205.88,0.29,21.18
176.43,50.29,97.87
50.05,-75.10,0.15
155.99,-2.36,9.95
180.51,38.08,122.84
126.76,26.29,74.13
93.15,33.85,43.33
129.77,7.65,35.33
77.42,42.31,31.23
98.30,29.77,51.86
79.29,-63.93,0.27
66.23,-39.36,0.64
155.77,-13.78,2.55
59.83,6.68,8.39
86.89,68.46,14.32
139.22,30.83,78.75
179.16,10.37,68.77
81.31,-29.38,0.00
73.01,33.53,32.89
111.90,-84.28,0.00
114.60,28.10,48.78
83.36,-40.54,0.43
169.68,-29.35,0.00
98.84,-9.19,4.15
189.98,-43.98,0.00
64.52,-14.87,1.96
71.03,-44.66,0.00
86.42,72.18,9.05
118.33,-12.85,2.52
74.04,31.45,30.46
84.87,-54.25,0.00
141.58,21.56,71.44
59.02,61.15,14.26
77.28,68.05,15.22
126.03,-8.76,2.83
73.23,-17.54,1.98
101.21,-30.71,0.00
133.84,36.99,77.22
74.45,-34.91,0.45
83.55,-37.04,0.00
100.27,-40.24,0.00
34.56,2.02,3.47
68.44,15.47,16.31
185.08,0.41,18.88
134.99,31.02,86.69
128.61,-19.83,1.01
139.05,-40.65,0.00
48.91,66.89,9.81
148.82,-29.06,0.00
161.02,-24.55,0.00
153.94,36.83,96.89
75.39,-28.94,0.00
44.00,-34.10,0.98
95.34,-19.79,0.97
106.91,-27.94,0.00
58.87,34.29,16.36
115.71,42.80,59.61
84.87,51.11,31.39
174.64,13.66,79.06
116.63,-38.99,0.00
69.16,43.98,23.59
35.51,-8.29,2.48
99.32,66.96,20.40
109.12,7.08,24.11
140.39,25.61,90.68
42.91,-43.80,0.00
80.43,44.72,30.93
72.33,24.96,20.09
69.95,61.67,17.25
130.83,-11.41,2.67
161.52,-55.29,0.46
167.60,48.30,95.65
82.96,27.53,26.86
160.04,-25.40,0.18
89.69,9.63,22.91
93.21,39.37,42.60
158.74,-15.44,1.55
84.63,12.96,21.24
141.21,-23.71,0.00
70.78,60.68,20.20
182.11,-36.23,0.85
54.90,-67.53,0.00
31.60,49.56,5.75
72.02,-48.11,0.00
125.15,9.36,32.77
161.68,6.09,36.90
59.50,76.72,10.71
250.06,-7.70,4.99
105.92,-56.45,0.00
78.10,41.38,28.01
83.30,-16.50,1.08
53.11,28.50,12.09
79.25,-5.29,5.37
104.78,-17.56,0.93
88.08,25.02,38.45
168.93,-19.80,0.70
196.17,38.52,138.80
138.22,-16.77,0.82
50.46,31.84,12.87
120.74,17.68,61.84
177.40,5.86,46.93
80.40,-16.29,0.08
175.29,-8.12,3.16
175.41,30.53,122.54
111.82,79.37,7.23
196.08,16.79,104.31
119.35,-14.43,1.60
205.96,8.10,70.03
93.70,-14.74,1.57
158.61,48.61,87.38
82.92,-25.38,0.00
93.13,11.89,24.84
195.74,-51.51,0.66
184.72,-27.46,0.39
74.51,-22.60,0.02
57.85,61.13,14.29
78.48,-37.72,0.00
189.83,-57.59,0.00
100.96,19.62,42.28
73.86,65.36,19.40
123.48,-42.46,0.00
163.20,-16.25,2.36
86.20,20.14,28.05
141.03,30.14,78.62
101.24,-27.06,1.06
164.10,35.84,105.73
85.94,-68.17,0.00
154.72,61.70,55.75
144.51,48.78,76.60
67.74,-37.63,0.74
130.60,-11.70,2.02
93.20,51.49,35.99
98.10,37.74,38.20
180.98,-26.88,0.00
146.04,63.30,51.52
172.12,-51.01,0.00
174.06,71.31,52.76
163.82,-30.76,0.17
112.18,-53.95,0.00
82.77,-29.67,0.00
105.76,37.42,50.62
169.50,-17.69,0.98
82.13,-31.21,0.52
80.72,-16.97,1.98
130.49,-24.85,0.00
83.62,-47.83,0.00
41.06,39.87,8.99
177.44,29.38,114.82
126.59,25.39,54.74
103.54,-2.19,5.76
78.16,28.34,35.05
82.50,31.89,27.61
214.97,-4.27,7.02
133.90,26.13,73.55
77.24,-60.62,0.00
123.90,-37.31,0.33
213.46,14.00,122.39
39.79,-19.13,1.67
67.56,-8.37,3.16
100.14,-3.42,5.92
128.67,-48.14,0.00
45.12,17.29,7.92
65.13,55.43,18.12
198.38,-43.38,0.00
193.65,25.47,142.05
50.33,1.13,4.62
144.47,9.00,49.28
109.94,39.28,56.84
97.00,14.88,30.93
133.47,32.53,78.83
155.12,21.90,84.25
128.36,-1.05,10.97
62.47,2.82,6.84
108.06,-9.41,2.55
85.79,-40.45,0.00
82.51,-33.32,0.00
122.12,4.14,23.11
133.05,26.31,79.77
150.65,4.37,28.99
55.61,-43.88,0.00
135.25,-13.64,1.42
175.15,32.73,124.81
92.37,4.08,13.14
84.93,25.85,28.60
116.32,36.47,55.07
143.37,-4.24,6.63
92.47,1.97,11.53
193.36,-25.38,1.22
162.42,-43.46,0.00
87.78,-77.60,0.00
75.46,14.33,19.24
53.81,-13.49,1.59
121.23,-30.18,0.02
82.70,-23.11,1.33
157.91,-25.28,0.61
151.95,-32.13,0.00
89.24,-65.78,0.00
126.06,34.65,74.49
64.74,-55.68,0.00
100.34,-43.66,0.00
201.18,30.92,141.48
130.95,22.85,60.25
116.14,50.01,54.16
71.55,19.41,18.99
126.53,10.51,40.98
179.93,-65.33,0.00
137.22,-20.51,1.45
69.19,-43.94,0.00
80.44,-36.43,0.88
85.96,-28.72,0.00
75.13,35.15,34.08
203.62,-49.49,0.61
132.81,-36.19,0.40
184.45,-35.04,0.00
75.51,-36.79,0.00
103.63,-50.32,0.00
146.71,17.47,72.00
75.40,59.47,22.66
108.51,47.07,50.68
218.03,-8.73,3.10
42.76,32.30,11.26
183.40,30.94,134.25
150.23,7.84,38.55
85.00,27.74,34.23
163.71,11.14,58.70
79.06,-27.64,0.63
136.12,-4.81,5.91
136.48,-24.61,0.88
78.12,20.47,20.93
157.70,34.68,99.72
191.53,20.79,133.89
177.07,-29.98,0.63
203.19,-66.00,0.13
90.89,39.72,34.45
117.69,2.20,14.09
83.14,-39.55,0.73
71.26,-66.45,0.00
71.18,-43.04,0.13
39.51,22.98,7.51
107.94,-24.60,0.57
152.02,84.36,18.21
112.26,36.06,50.72
121.28,37.37,69.54
125.69,-20.17,0.90
112.77,30.01,64.19
58.50,77.11,8.68
126.56,-2.08,8.63
126.54,78.60,26.57
170.45,12.75,70.43
81.31,47.33,29.40
110.91,32.45,58.10
60.78,41.47,20.61
118.58,-36.48,0.00
152.86,-62.01,0.00
80.86,37.89,27.79
110.27,43.57,52.38
58.89,-31.77,0.60
56.31,-31.29,0.72
97.23,-51.81,0.00
240.53,-30.72,0.91
86.38,-60.88,0.00
95.45,35.98,46.19
195.54,36.66,136.70
154.78,43.85,91.39
153.32,40.23,95.44
102.74,6.35,21.87
58.08,5.92,7.63
146.15,20.77,81.48
133.01,-55.72,0.47
43.01,32.76,9.06
91.70,34.88,35.98
90.84,-28.81,0.45
193.37,-29.52,0.00
137.85,46.84,73.86
106.38,24.83,60.65
63.77,41.83,22.76
170.44,33.66,116.85
63.88,32.02,20.49
68.45,49.15,21.69
202.77,-56.40,0.04
148.89,38.44,92.45
121.30,-29.60,0.81
150.28,-19.46,1.47
63.00,83.68,5.20
105.42,35.98,53.76
203.11,-9.44,2.92
87.52,1.42,9.80
66.65,-72.48,0.00
170.24,-69.66,0.00
128.55,-32.60,1.10
127.85,48.50,62.84
80.17,43.26,31.36
125.81,54.64,53.36
138.99,10.59,47.85
225.12,21.96,155.19
175.79,16.42,100.95
109.44,-44.03,0.00
139.95,36.16,83.98
131.84,35.51,51.51
139.63,39.57,81.62
51.54,-62.03,0.00
222.77,-8.69,4.05
98.12,-32.26,0.78
119.68,32.76,64.95
128.81,29.55,73.94
148.20,14.46,81.23
61.47,25.27,15.19
93.23,37.34,41.11
134.37,-55.38,0.00
42.69,-7.97,2.93
229.51,-11.23,3.18
85.13,31.28,35.92
45.49,-36.84,0.42
62.75,-44.89,0.78
110.11,11.84,33.03
195.56,-25.15,0.00
80.87,-48.94,0.10
60.41,-21.87,1.11
82.67,12.01,21.08
90.63,-73.20,0.26
122.16,-38.49,0.00
190.03,32.82,140.55
193.20,19.40,137.28
153.18,31.07,93.85
105.60,79.40,21.40
155.18,0.59,15.98
91.52,-43.60,0.00
164.01,-28.18,0.00
197.86,-31.58,0.00
81.08,-18.41,0.24
123.45,65.67,33.84
62.80,-44.61,0.32
95.19,34.87,38.35
70.40,-5.48,3.70
87.00,-47.33,0.27
179.81,35.70,125.73
130.50,-50.51,0.00
181.11,38.32,124.34
140.49,6.55,30.36
58.97,-83.52,0.00
173.00,16.50,89.45
144.88,-54.78,0.14
175.65,-33.56,0.00
227.25,18.33,153.10
74.18,59.02,22.39
78.07,-65.34,0.10
81.94,11.27,19.04
154.62,-38.65,0.00
88.05,-8.90,4.17
89.55,-66.95,0.00
122.47,47.78,60.37
82.38,-28.86,1.03
173.57,10.17,78.94
107.98,21.98,42.93
95.77,-32.43,0.00
140.19,-48.84,0.00
93.98,-32.13,0.00
212.22,31.56,159.71
118.51,-58.18,0.16
82.63,55.11,28.39
87.89,-25.77,0.00
184.49,5.89,55.58
177.48,28.46,118.81
105.45,-26.31,0.16
128.73,-69.75,0.29
187.94,-5.92,6.02
89.88,-32.72,1.04
30.37,-9.29,2.77
159.00,-3.07,8.86
147.83,-16.31,0.88
103.84,42.52,46.79
79.58,-27.87,0.00
101.22,-8.34,3.50
171.53,-11.90,2.55
140.70,74.37,20.65
105.74,31.60,45.11
204.23,10.96,97.89
159.22,27.18,109.98
68.09,-31.62,0.00
97.57,-25.62,1.26
65.13,51.91,19.78
90.29,55.03,32.27
68.38,8.42,10.20
116.12,-58.80,0.18
115.27,22.69,62.44
74.70,70.33,10.58
101.04,26.54,46.89
66.42,-54.32,0.39
82.98,-44.16,0.00
64.53,56.99,17.76
58.12,37.00,19.56
154.13,10.22,50.60
141.79,-29.93,0.00
57.48,-38.42,0.00
90.67,-20.70,1.24
117.73,59.37,42.22
101.66,-29.54,0.88
88.28,-29.28,0.88
164.27,-22.05,0.89
100.84,23.38,46.06
82.82,39.26,29.66
101.97,52.89,40.79
133.96,-23.80,0.19
90.41,20.65,30.68
136.61,9.77,39.26
80.80,42.38,27.91
209.12,3.72,42.35
127.22,17.68,63.77
199.38,-7.73,2.80
50.18,-78.31,0.00
234.34,-24.10,1.15
137.59,-39.77,0.00
103.46,-49.73,0.02
170.32,-12.60,1.41
100.79,-16.03,2.13
105.82,-18.67,0.10
119.49,30.04,73.15
132.85,-22.37,0.00
161.86,-23.29,0.78
88.97,49.08,35.05
64.52,-26.53,0.35
102.76,-33.18,0.00
85.48,14.61,23.52
127.75,19.15,66.65
150.46,33.49,98.91
150.12,5.87,32.64
154.42,40.37,94.02
113.67,33.10,57.63
123.14,-14.45,2.64
69.59,-44.54,0.70
68.09,18.05,20.28
69.95,-40.24,0.91
112.33,-10.41,3.75
130.00,32.21,69.23
63.97,54.97,18.54
87.88,-27.02,0.52
51.82,-28.72,0.68
213.94,-17.07,1.40
73.65,-27.87,0.00
98.09,25.25,46.44
82.91,58.05,27.15
117.43,-22.86,1.66
70.81,27.21,23.27
28.95,28.08,4.45
31.94,-67.86,0.32
121.25,-18.38,1.50
146.69,31.49,96.39
110.99,38.27,52.66
105.68,16.60,35.86
105.68,13.47,40.45
46.74,37.60,11.12
87.39,-48.98,0.00
154.53,-71.37,0.05
199.87,4.16,49.97
143.46,24.30,87.60
203.68,8.76,83.47
92.86,15.70,28.15
73.43,-51.70,0.30
70.04,18.69,19.27
95.80,-41.02,0.33
62.58,18.68,13.92
100.42,-21.86,0.05
122.88,60.18,47.43
52.33,-0.79,4.99
198.73,-12.93,2.36
168.79,30.93,119.65
58.89,-45.12,0.02
112.29,-26.54,0.00
78.10,44.26,30.42
70.81,-14.85,1.81
86.47,-13.79,1.13
92.87,-44.16,0.51
99.10,64.17,25.19
156.71,-35.55,0.00
97.21,39.41,38.09
188.24,-11.96,2.25
124.74,-34.88,0.00
138.46,-13.19,2.23
117.54,16.00,44.04
52.03,-51.81,0.00
193.80,-45.55,0.02
179.91,57.45,89.65
74.10,38.31,31.77
53.44,-41.56,0.14
61.85,-17.95,1.28
129.06,54.72,56.69
77.96,29.48,36.60
161.59,30.42,111.82
81.61,31.42,31.12
130.57,40.19,73.06
171.41,-23.45,0.15
167.95,-74.46,0.00
131.79,2.39,18.64
63.93,-27.98,1.01
101.55,-5.09,4.27
162.10,-42.16,0.00
61.08,34.76,15.79
147.46,-43.66,0.00
93.19,29.53,41.23
182.93,-59.00,0.00
87.26,63.75,18.40
56.85,-64.10,0.46
50.10,13.17,7.66
184.53,17.97,105.14
114.53,-4.68,6.31
71.54,-66.53,0.14
211.55,21.65,151.26
58.65,34.51,19.98
168.27,11.68,75.88
218.61,0.88,25.83
62.34,42.83,20.69
112.77,-23.57,0.02
122.86,9.81,34.50
115.66,43.42,56.85
105.79,-56.85,0.12
82.05,1.01,7.71
89.13,61.09,27.76
104.11,54.72,39.26
113.24,44.49,56.99
154.36,36.66,99.57
122.73,5.28,22.25
144.14,11.03,47.42
92.87,-10.27,2.05
162.54,45.58,94.47
71.93,12.03,15.83
96.03,-35.88,0.24
106.63,-1.90,7.59
58.50,7.59,8.76
93.64,-5.46,5.46
150.25,35.47,96.94
110.07,65.56,28.68
118.83,41.12,61.61
208.49,-1.71,13.44
45.83,-48.65,0.00
113.09,34.51,63.35
91.29,-1.22,7.78
99.82,28.89,45.02
105.10,34.97,56.03
90.51,37.19,44.54
74.72,10.74,14.00
96.89,40.54,46.84
86.04,22.05,38.04
60.97,61.04,15.64
76.45,-58.06,0.03
114.06,2.26,15.44
85.93,-37.35,1.18
163.98,45.84,97.72
167.77,1.92,23.54
73.42,31.95,23.22
87.79,34.52,29.93
130.98,36.51,73.88
67.72,63.58,17.96
194.60,-12.68,2.23
179.11,16.38,86.96
79.90,-21.71,1.63
181.28,-49.85,0.00
138.23,17.86,63.66
110.66,-7.00,4.77
121.30,-3.41,5.50
148.17,28.24,99.12
139.19,13.20,49.35
165.91,-36.70,0.60
84.53,-18.66,1.52
71.82,80.29,12.80
70.38,66.62,12.28
140.96,-50.76,0.38
147.35,50.10,74.84
86.02,50.47,31.86
105.45,-46.20,0.46
170.60,-53.17,0.00
121.57,-36.23,0.03
153.59,-22.78,0.48
174.89,67.82,46.35
195.92,30.46,149.49
109.27,16.21,36.64
152.96,17.21,85.30
142.82,-42.27,0.00
183.30,31.41,135.05
96.19,-4.21,5.34
91.00,37.68,42.99
60.33,-25.01,1.32
92.74,22.87,30.87
125.98,35.87,74.97
148.59,-7.53,3.92
39.50,65.29,6.95
62.83,-49.88,0.00
63.65,-20.58,1.11
52.31,60.89,11.96
118.18,-38.35,0.00
94.77,41.13,43.09
106.25,-83.54,0.00
107.40,2.01,12.71
107.73,-64.74,0.00
83.11,-48.89,0.00
184.54,60.00,87.78
97.31,27.46,45.32
113.91,44.08,52.66
56.36,-21.18,0.69
79.07,-10.16,2.72
65.22,-29.42,0.00
160.08,-1.93,10.67
116.07,4.06,18.22
99.82,-21.79,0.48
30.10,-53.54,0.29
127.26,30.66,76.07
84.59,23.04,37.02
76.62,55.05,23.80
197.20,-14.79,1.47
58.82,-63.97,0.00
67.32,-34.80,0.00
60.17,20.97,13.06
113.23,47.85,51.49
60.24,-58.75,0.00
109.33,-44.97,0.64
111.62,-5.18,5.46
104.07,-4.20,6.39
159.38,64.95,57.70
167.49,10.65,61.47
126.69,32.30,72.21
65.75,66.87,12.87
68.72,-29.93,0.17
136.87,43.92,76.55
165.26,-36.94,0.00
180.73,17.50,94.01
89.14,-43.36,0.00
179.51,30.95,130.67
129.56,44.90,68.07
69.41,58.65,20.09
172.69,-17.45,1.83
145.75,32.52,95.52
181.76,40.43,112.56
146.60,-24.67,0.55
152.56,40.55,90.37
98.95,12.78,34.42
177.45,37.85,115.69
65.56,6.38,9.42
52.89,36.98,15.44
66.96,32.85,23.48
83.43,29.78,27.14
95.37,67.12,29.44
67.12,44.98,24.56
90.04,10.97,19.19
133.61,-17.95,0.53
182.92,-60.06,0.00
212.16,1.83,29.89
89.27,8.13,18.21
127.20,11.69,47.32
88.50,-12.18,1.80
155.87,2.39,23.53
41.36,51.92,8.72
68.58,41.64,27.08
67.13,16.28,14.21
107.86,7.31,22.41
76.49,70.47,19.08
175.35,-26.41,0.51
161.55,-28.47,0.25
98.17,53.61,38.53
126.59,35.11,74.99
111.24,-35.70,0.00
131.01,-25.85,0.00
140.45,13.40,50.70
190.64,-19.78,1.55
117.85,71.05,35.63
69.96,38.02,27.98
145.41,6.80,39.16
91.12,-41.30,0.17
75.18,63.80,21.33
142.94,41.25,85.24
86.30,9.12,18.22
93.60,-47.97,0.10
139.31,17.61,69.06
82.59,52.18,29.27
177.68,20.53,118.47
72.52,18.69,24.29
122.68,-25.91,0.00
103.70,-11.23,3.03
134.92,-49.27,0.03
61.85,-41.44,0.00
96.67,25.35,53.36
116.21,42.16,61.05
70.57,-36.14,0.35
101.48,23.99,46.39
179.97,-24.67,0.00
136.03,32.73,81.54
272.99,-23.02,1.30
195.26,30.08,140.01
57.48,19.95,14.63
120.17,-11.19,2.41
183.17,-32.71,0.00
130.00,-11.95,3.33
109.29,9.04,26.33
84.14,-29.72,0.59
147.95,-52.23,0.00
68.12,-35.15,0.00
123.98,3.19,16.84
121.15,-42.82,0.00
138.36,42.35,74.14
78.46,-21.70,1.19
65.62,-17.69,0.77
142.73,13.83,76.18
198.70,-51.44,0.00
197.04,-11.95,2.15
149.05,35.92,90.35
126.74,-68.81,0.20
173.06,-33.06,0.17
116.27,-30.98,0.00
141.08,27.31,88.28
54.16,-57.99,0.14
197.34,41.59,135.40
111.30,23.08,51.84
121.48,-42.14,0.27
193.28,19.55,127.66
110.90,-77.20,0.05
88.75,-44.89,0.32
148.52,53.84,70.29
57.34,-71.22,0.00
128.73,9.38,35.71
145.86,48.75,77.51
46.34,32.29,10.96
118.83,30.65,71.26
78.78,-26.99,0.67
120.15,47.54,58.32
74.10,-11.38,2.72
125.14,71.00,29.48
154.26,-20.05,0.91
90.43,0.04,8.90
39.30,22.85,6.29
87.12,23.08,44.02
64.90,-26.91,1.34
85.36,-6.14,4.11
111.80,21.59,56.35
120.98,31.68,72.00
53.44,15.63,10.27
174.12,-0.11,14.55
96.93,7.40,19.13
224.62,10.89,114.48
204.53,-36.06,0.49
77.82,48.14,25.93
188.14,0.06,16.39
112.57,2.51,15.30
130.64,8.82,34.59
68.16,26.43,17.60
167.16,-42.12,0.00
75.17,-29.54,0.33
174.39,37.17,119.27
119.31,-40.47,0.57
160.24,32.75,99.59
98.09,67.34,30.43
138.35,-69.76,0.08
247.45,0.70,28.46
86.25,-47.54,0.05
130.44,-71.25,0.68
87.08,-69.50,0.50
113.20,33.58,61.85
72.98,-4.02,4.65
183.93,-45.57,0.28
45.34,31.78,9.84
76.12,-42.88,0.38
87.44,-55.85,0.01
153.85,-0.46,12.50
128.36,23.92,74.27
109.72,-77.32,0.61
160.86,62.37,63.77
103.10,34.27,56.40
91.31,-36.31,0.00
198.56,37.05,140.49
126.88,29.14,76.22
52.96,-15.08,2.26
151.10,28.45,102.00
111.28,50.61,48.51
115.38,-35.23,0.09
147.96,-27.60,0.23
106.40,9.07,24.84
72.86,11.23,16.00
144.06,43.51,83.32
95.22,-33.42,0.00
207.24,-8.39,3.61
51.46,-27.17,0.80
189.50,12.87,90.90
182.10,-18.20,0.57
73.56,-6.08,3.24
195.78,12.25,97.95
84.40,-40.04,0.00
125.12,4.68,22.29
203.72,16.76,127.87
106.80,71.17,16.37
100.74,-31.21,0.47
101.31,-72.73,0.09
159.73,-9.39,2.69
144.74,27.45,85.68
70.75,6.84,11.89
65.93,-45.01,0.00
155.53,-33.39,0.00
74.26,65.75,20.13
135.69,-2.00,9.90
138.79,-33.65,0.64
99.96,-10.47,2.21
105.45,-22.66,1.05
111.93,67.57,24.37
188.64,8.43,81.70
132.07,23.02,69.47
48.62,-78.73,0.00
96.98,31.12,45.07
50.54,26.93,10.54
126.48,-21.84,0.41
121.62,35.51,67.07
73.30,31.55,23.20
102.66,-6.35,5.22
90.52,5.71,13.74
217.59,-6.89,3.35
109.81,0.68,11.28
168.35,-7.61,3.43
120.60,43.77,60.37
168.61,-9.82,2.60
53.94,10.14,7.72
107.53,-16.05,1.86
27.22,19.46,3.58
101.77,59.20,34.85
159.26,2.04,21.58
109.54,-75.12,0.00
104.87,19.23,38.91
145.32,26.52,90.90
81.82,43.21,29.45
119.19,-27.97,0.52
86.53,62.12,25.84
99.91,-31.73,0.47
110.30,-34.18,0.10
177.10,25.23,130.08
127.92,-38.70,0.00
130.00,-50.16,0.00
105.05,-42.09,0.00
132.39,5.54,33.69
124.40,30.81,77.69
172.13,31.74,119.90
127.80,-14.39,0.77
96.88,18.71,33.91
116.35,42.34,57.37
58.57,-47.02,0.39
172.62,-26.39,0.40
144.85,34.37,93.09
70.82,76.63,12.69
50.37,56.06,11.83
195.22,34.28,139.89
132.04,2.18,16.87
182.02,36.51,124.16
241.15,-8.57,4.62
213.40,37.25,159.07
88.49,57.08,30.13
120.78,52.34,53.47
84.07,-6.22,3.03
114.92,61.91,42.41
113.93,31.77,50.81
157.38,22.45,94.37
213.87,15.75,138.27
85.07,-7.72,3.84
69.85,-24.48,0.85
173.38,-9.19,3.82
153.02,7.08,40.98
131.20,12.74,44.99
225.83,-11.54,2.12
75.15,-23.21,0.35
70.41,32.67,29.37
250.74,-5.99,5.84
135.36,27.86,84.61
78.41,65.99,18.68
83.96,19.28,26.83
77.35,-31.44,0.34
156.15,-23.81,0.06
145.10,32.61,80.13
95.90,-74.07,0.06
86.17,-59.53,0.00
84.74,-33.98,0.00
54.68,-49.58,0.00
122.37,49.18,58.26
94.58,73.05,10.77
149.32,27.43,94.00
160.83,-4.05,7.13
95.10,-45.13,0.00
182.61,35.47,129.84
84.39,17.78,35.11
91.66,-57.80,0.22
109.31,-28.09,0.00
104.80,-62.69,0.09
118.59,-68.41,0.00
71.49,26.36,21.21
84.85,-10.74,1.47
100.91,-41.62,0.59
130.81,27.76,81.73
78.39,44.29,26.70
84.28,-14.81,1.87
105.01,22.54,44.11
111.65,33.36,50.32
169.73,13.87,73.01
73.13,-42.02,0.00
87.96,40.55,32.72
73.52,56.97,22.36
194.55,-23.55,0.09
199.72,10.85,87.05
117.20,27.71,71.19
104.19,45.78,47.98
181.43,-49.32,0.00
121.36,17.01,43.21
174.51,13.07,84.44
164.67,-19.66,0.64
237.85,-25.86,0.51
80.88,-66.68,0.00
107.89,-25.64,0.28
172.03,-23.27,0.29
71.10,-11.85,1.29
188.75,12.35,93.01
107.19,31.60,59.69
77.82,-53.43,0.45
209.08,24.09,154.31
135.45,15.46,64.01
101.53,14.59,30.35
111.86,-18.69,0.00
90.80,21.95,42.98
83.31,24.76,31.34
105.72,35.09,54.49
213.25,27.72,160.94
70.37,19.89,18.52
85.18,-12.91,1.55
138.61,33.41,82.77
65.89,26.97,17.29
97.57,-35.60,0.00
109.03,30.46,51.42
112.59,-25.66,0.00
97.57,61.87,33.53
60.06,-32.66,0.41
127.24,-85.59,0.47
143.29,39.84,85.60
56.68,-50.20,0.28
174.81,-24.20,0.88
74.51,-1.32,6.17
141.74,-36.78,0.00
86.00,-77.62,0.00
89.13,-18.38,1.58
124.29,-47.25,0.00
51.02,-27.99,0.34
144.98,48.20,77.49
168.36,3.24,31.10
182.60,-19.61,0.11
163.50,28.76,103.98
163.37,-23.45,0.38
111.86,-20.95,1.25
83.05,-52.03,0.86
101.41,37.80,51.16
58.49,-35.65,0.00
69.29,50.27,22.17
208.69,-40.39,0.01
164.54,-3.19,9.13
73.04,22.14,17.96
76.84,-41.83,0.64
133.06,-15.23,0.85
88.16,-7.74,3.44
148.19,-69.40,0.00
73.16,30.55,26.92
168.13,11.43,74.84
41.32,-61.11,0.00
83.61,-70.87,0.00
57.54,41.92,17.75
102.46,33.19,49.98
149.60,-37.66,0.00
165.33,-4.67,7.17
85.80,26.83,33.06
126.29,-35.19,0.00
180.57,-32.76,0.00
175.58,-8.50,4.68
105.25,9.96,27.20
65.66,-58.00,0.20
106.05,13.93,46.12
72.83,-54.69,0.00
160.21,27.42,111.42
145.34,-21.52,0.01
128.64,-53.50,0.00
211.47,19.01,152.96
159.24,9.70,52.09
226.24,-37.47,0.67
153.93,-35.15,0.75
245.49,18.04,155.55
135.70,-40.89,0.09
109.95,-57.20,0.09
120.25,-37.12,0.00
146.15,13.77,53.57
104.36,44.71,48.37
181.93,-28.04,0.00
90.62,-12.89,2.49
126.31,27.49,71.74
120.26,-19.11,0.00
65.81,-83.21,0.36
101.39,-35.91,0.00
63.24,28.81,17.29
113.37,-3.99,6.64
66.97,47.31,23.78
135.26,10.35,49.44
125.16,-15.55,1.61
101.85,-48.31,0.00
57.80,52.90,15.16
83.65,-86.00,0.00
73.17,48.70,26.52
102.15,-41.79,0.37
85.10,-36.45,0.06
127.43,-47.79,0.00
97.83,-15.15,2.18
98.88,80.99,6.63
103.07,85.20,2.83
167.22,-38.14,0.00
121.50,-1.79,7.30
59.37,-68.69,0.00
155.93,-29.09,0.00
114.84,-21.44,1.46
152.47,24.59,89.29
81.14,48.59,30.02
87.10,-31.90,0.89
184.00,60.85,82.31
190.09,-50.52,0.00
129.03,-4.96,5.68
